id,iforestGoScore,anomalyLabel
156,0.091085,0
157,0.115054,0
158,0.120131,0
159,0.099636,0
160,0.144636,0
161,0.101848,0
162,0.136938,0
163,0.129416,0
164,0.096931,0
165,0.124914,0
166,0.140092,0
167,0.136580,0
168,0.130202,0
169,0.114196,0
170,0.129550,0
171,0.102434,0
172,0.119925,0
173,0.121229,0
174,0.153485,0
175,0.119433,0
176,0.133070,0
177,0.140341,0
178,0.109997,0
179,0.090390,0
180,0.145620,0
181,0.087080,0
182,0.127433,0
183,0.142476,0
184,0.154511,0
185,0.106725,0
186,0.122579,0
187,0.082666,1
188,0.113942,0
189,0.081456,1
190,0.101378,0
191,0.129705,0
192,0.113248,0
193,0.102302,0
194,0.132549,0
195,0.134308,0
196,0.091926,0
197,0.128404,0
198,0.091490,0
199,0.112210,0
200,0.144915,0
201,0.135848,0
202,0.136432,0
203,0.105966,0
204,0.133203,0
205,0.141994,0
206,0.062273,1
207,0.103280,0
208,0.146099,0
209,0.064230,1
210,0.126189,0
211,0.148374,0
212,0.146722,0
213,0.087872,0
214,0.084778,1
215,0.110765,0
216,0.115148,0
217,0.138722,0
218,0.120815,0
219,0.127367,0
220,0.065673,1
221,0.110130,0
222,0.068062,1
223,0.119419,0
224,0.137659,0
225,0.122280,0
226,0.130352,0
227,0.141443,0
228,0.115498,0
229,0.055045,1
230,0.140620,0
231,0.150045,0
232,0.136905,0
233,0.101487,0
234,0.126213,0
235,0.117054,0
236,0.112455,0
237,0.135755,0
238,0.134363,0
239,0.130170,0
240,0.146625,0
241,0.105003,0
242,0.106876,0
243,0.127326,0
244,0.100325,0
245,0.119135,0
246,0.066136,1
247,0.149381,0
248,0.134806,0
249,0.052466,1
250,0.105217,0
251,0.144498,0
252,0.115806,0
253,0.064316,1
254,0.128495,0
255,0.107271,0
256,0.139169,0
257,0.131836,0
258,0.145389,0
259,0.124445,0
260,0.100560,0
261,0.129780,0
262,0.114130,0
263,0.118652,0
264,0.130522,0
265,0.115478,0
266,0.110777,0
267,0.147407,0
268,0.124275,0
269,0.147824,0
270,0.154558,0
271,0.147386,0
272,0.106510,0
273,0.135846,0
274,0.127179,0
275,0.136151,0
276,0.157116,0
277,0.056792,1
278,0.123143,0
279,0.118910,0
280,0.146762,0
281,0.091510,0
282,0.126737,0
283,0.067676,1
284,0.090057,0
285,0.142539,0
286,0.112660,0
287,0.120809,0
288,0.130785,0
289,0.145758,0
290,0.150720,0
291,0.128626,0
292,0.142161,0
293,0.081711,1
294,0.030966,1
295,0.133353,0
296,0.105975,0
297,0.125242,0
298,0.107397,0
299,0.108513,0
300,0.144184,0
301,0.131671,0
302,0.129724,0
303,0.102861,0
304,0.139754,0
305,0.132524,0
306,0.100049,0
307,0.139612,0
308,0.096989,0
309,0.149371,0
310,0.156714,0
311,0.126585,0
312,0.106362,0
313,0.150091,0
314,0.129148,0
315,0.146395,0
316,0.123233,0
317,0.092181,0
318,0.121187,0
319,0.141004,0
320,0.127259,0
321,0.129865,0
322,0.134226,0
323,0.107646,0
324,0.121481,0
325,0.092850,0
326,0.127344,0
327,0.093119,0
328,0.128040,0
329,0.120406,0
330,0.130405,0
331,0.124098,0
332,0.129499,0
333,0.114961,0
334,0.133645,0
335,0.120815,0
336,0.142759,0
337,0.115540,0
338,0.146253,0
339,0.090841,0
340,0.132115,0
341,0.104783,0
342,0.142104,0
343,0.119734,0
344,0.135774,0
345,0.146961,0
346,0.136796,0
347,0.086714,0
348,0.138408,0
349,0.113408,0
350,0.141350,0
351,0.142535,0
352,0.106668,0
353,0.135109,0
354,0.144880,0
355,0.142337,0
356,0.133802,0
357,0.140797,0
358,0.149055,0
359,0.108171,0
360,0.085821,0
361,0.117990,0
362,0.143846,0
363,0.141591,0
364,0.152529,0
365,0.110878,0
366,0.153892,0
367,0.120472,0
368,0.139788,0
369,0.140783,0
370,0.143719,0
371,0.119222,0
372,0.138977,0
373,0.129794,0
374,0.131315,0
375,0.097080,0
376,0.139883,0
377,0.114393,0
378,0.096573,0
379,0.140986,0
380,0.104228,0
381,0.110098,0
382,0.143954,0
383,0.145562,0
384,0.127094,0
385,0.060678,1
386,0.101856,0
387,0.127406,0
388,0.147433,0
389,0.144669,0
390,0.118712,0
391,0.093418,0
392,0.086972,0
393,0.106014,0
394,0.141003,0
395,0.128042,0
396,0.142347,0
397,0.145656,0
398,0.152408,0
399,0.092550,0
400,0.098294,0
401,0.140579,0
402,0.136408,0
403,0.122211,0
404,0.102441,0
405,0.110605,0
406,0.139017,0
407,0.127669,0
408,0.153434,0
409,0.132448,0
410,0.093350,0
411,0.134996,0
412,0.150303,0
413,0.135929,0
414,0.127846,0
415,0.093587,0
416,0.140884,0
417,0.127566,0
418,0.142319,0
419,0.143692,0
420,0.142975,0
421,0.127686,0
422,0.127650,0
423,0.144962,0
424,0.080653,1
425,0.131521,0
426,0.059764,1
427,0.082146,1
428,0.134243,0
429,0.064092,1
430,0.138143,0
431,0.129244,0
432,0.099207,0
433,0.118193,0
434,0.129796,0
435,0.085296,0
436,0.143216,0
437,0.130442,0
438,0.130178,0
439,0.101548,0
440,0.061258,1
441,0.150862,0
442,0.145922,0
443,0.146143,0
444,0.128735,0
445,0.115058,0
446,0.117842,0
447,0.141760,0
448,0.086723,0
449,0.131541,0
450,0.154584,0
451,0.121442,0
452,0.103251,0
453,0.093683,0
454,0.157351,0
455,0.141920,0
456,0.136788,0
457,0.120133,0
458,0.068215,1
459,0.126968,0
460,0.133368,0
461,0.116186,0
462,0.062364,1
463,0.138063,0
464,0.024946,1
465,0.121340,0
466,0.156300,0
467,0.100145,0
468,0.086944,0
469,0.102150,0
470,0.146056,0
471,0.133745,0
472,0.146822,0
473,0.086833,0
474,0.131282,0
475,0.143149,0
476,0.126289,0
477,0.108479,0
478,0.100439,0
479,0.122097,0
480,0.121625,0
481,0.109962,0
482,0.146707,0
483,0.078301,1
484,0.154679,0
485,0.106645,0
486,0.094402,0
487,0.119709,0
488,0.109524,0
489,0.095202,0
490,0.119258,0
491,0.131415,0
492,0.138890,0
493,0.110078,0
494,0.101786,0
495,0.101108,0
496,0.127442,0
497,0.123863,0
498,0.136165,0
499,0.121086,0
500,0.131686,0
501,0.134134,0
502,0.146914,0
503,0.133770,0
504,0.094943,0
505,0.122095,0
506,0.106334,0
507,0.136662,0
508,0.136410,0
509,0.102613,0
510,0.151967,0
511,0.124645,0
512,0.116231,0
513,0.130898,0
514,0.147437,0
515,0.094867,0
516,0.101770,0
517,0.112877,0
518,0.134350,0
519,0.077954,1
520,0.130947,0
521,0.102179,0
522,0.105675,0
523,0.133456,0
524,0.092012,0
525,0.125591,0
526,0.060147,1
527,0.126908,0
528,0.089437,0
529,0.127816,0
530,0.112425,0
531,0.116568,0
532,0.123825,0
533,0.132220,0
534,0.118073,0
535,0.125253,0
536,0.137693,0
537,0.126327,0
538,0.153216,0
539,0.109105,0
540,0.126817,0
541,0.127897,0
542,0.116586,0
543,0.132196,0
544,0.103496,0
545,0.139684,0
546,0.117211,0
547,0.140610,0
548,0.100717,0
549,0.104644,0
550,0.143495,0
551,0.108578,0
552,0.138609,0
553,0.137961,0
554,0.102030,0
555,0.118270,0
556,0.142027,0
557,0.092151,0
558,0.120446,0
559,0.123025,0
560,0.141200,0
561,0.107776,0
562,0.102871,0
563,0.102722,0
564,0.137596,0
565,0.114103,0
566,0.142149,0
567,0.120238,0
568,0.104364,0
569,0.131430,0
570,0.075239,1
571,0.124277,0
572,0.153327,0
573,0.138816,0
574,0.140404,0
575,0.132783,0
576,0.126879,0
577,0.079358,1
578,0.138818,0
579,0.121954,0
580,0.133192,0
581,0.118598,0
582,0.110901,0
583,0.129743,0
584,0.134054,0
585,0.130404,0
586,0.133084,0
587,0.137516,0
588,0.147598,0
589,0.131548,0
590,0.142110,0
591,0.084372,1
592,0.135981,0
593,0.139301,0
594,0.124912,0
595,0.132828,0
596,0.088746,0
597,0.126923,0
598,0.114285,0
599,0.136087,0
600,0.143188,0
601,0.134586,0
602,0.119623,0
603,0.108042,0
604,0.155043,0
605,0.114711,0
606,0.046430,1
607,0.119877,0
608,0.120306,0
609,0.131210,0
610,0.104656,0
611,0.132963,0
612,0.111850,0
613,0.117295,0
614,0.108381,0
615,0.122345,0
616,0.111575,0
617,0.111592,0
618,0.152554,0
619,0.112903,0
620,0.098345,0
621,0.142063,0
622,0.092319,0
623,0.119571,0
624,0.132171,0
625,0.145347,0
626,0.075795,1
627,0.131425,0
628,0.130382,0
629,0.115913,0
630,0.146634,0
631,0.128845,0
632,0.077584,1
633,0.104514,0
634,0.147927,0
635,0.115797,0
636,0.144657,0
637,0.136297,0
638,0.154432,0
639,0.118294,0
640,0.078465,1
641,0.135597,0
642,0.094537,0
643,0.105362,0
644,0.133891,0
645,0.109198,0
646,0.140786,0
647,0.123827,0
648,0.154108,0
649,0.113002,0
650,0.125085,0
651,0.117646,0
652,0.148267,0
653,0.130172,0
654,0.120539,0
655,0.116802,0
656,0.109875,0
657,0.102671,0
658,0.086755,0
659,0.114985,0
660,0.145977,0
661,0.136544,0
662,0.122771,0
663,0.123170,0
664,0.103900,0
665,0.112639,0
666,0.128912,0
667,0.096438,0
668,0.115007,0
669,0.107793,0
670,0.072501,1
671,0.130880,0
672,0.128143,0
673,0.103637,0
674,0.145446,0
675,0.123629,0
676,0.152362,0
677,0.111673,0
678,0.153320,0
679,0.127098,0
680,0.143366,0
681,0.111241,0
682,0.140046,0
683,0.113007,0
684,0.105029,0
685,0.124104,0
686,0.124936,0
687,0.142095,0
688,0.118229,0
689,0.111823,0
690,0.138588,0
691,0.131867,0
692,0.116688,0
693,0.113156,0
694,0.138096,0
695,0.124951,0
696,0.139964,0
697,0.112987,0
698,0.144674,0
699,0.102951,0
700,0.139443,0
701,0.107309,0
702,0.108796,0
703,0.114963,0
704,0.090369,0
705,0.096568,0
706,0.093076,0
707,0.144237,0
708,0.140319,0
709,0.103996,0
710,0.151093,0
711,0.130550,0
712,0.100883,0
713,0.075058,1
714,0.128861,0
715,0.116803,0
716,0.119928,0
717,0.107789,0
718,0.122974,0
719,0.072406,1
720,0.145978,0
721,0.115414,0
722,0.087665,0
723,0.112112,0
724,0.083128,1
725,0.101310,0
726,0.130745,0
727,0.145126,0
728,0.145887,0
729,0.101966,0
730,0.129593,0
731,0.125990,0
732,0.092138,0
733,0.081699,1
734,0.094665,0
735,0.120516,0
736,0.121978,0
737,0.102318,0
738,0.151925,0
739,0.109423,0
740,0.133391,0
741,0.142997,0
742,0.119869,0
743,0.066147,1
744,0.147694,0
745,0.063558,1
746,0.150696,0
747,0.143121,0
748,0.134047,0
749,0.119170,0
750,0.139043,0
751,0.111178,0
752,0.111605,0
753,0.108057,0
754,0.154247,0
755,0.127279,0
756,0.044953,1
757,0.129240,0
758,0.112813,0
759,0.086875,0
760,0.111926,0
761,0.127409,0
762,0.131170,0
763,0.119764,0
764,0.087002,0
765,0.135959,0
766,0.117170,0
767,0.129592,0
768,0.128372,0
769,0.091548,0
770,0.087756,0
771,0.125251,0
772,0.103321,0
773,0.129012,0
774,0.099136,0
775,0.131188,0
776,0.123623,0
777,0.126338,0
778,0.140890,0
779,0.140062,0
780,0.151306,0
781,0.078821,1
782,0.147922,0
783,0.137416,0
784,0.132546,0
785,0.118909,0
786,0.136612,0
787,0.099912,0
788,0.130044,0
789,0.128695,0
790,0.076000,1
791,0.120787,0
792,0.084963,0
793,0.139854,0
794,0.115781,0
795,0.123739,0
796,0.145895,0
797,0.115781,0
798,0.120714,0
799,0.115594,0
800,0.141824,0
801,0.119999,0
802,0.131153,0
803,0.119322,0
804,0.082752,1
805,0.137468,0
806,0.137522,0
807,0.126177,0
808,0.144225,0
809,0.148367,0
810,0.119138,0
811,0.126958,0
812,0.139775,0
813,0.115975,0
814,0.074293,1
815,0.126980,0
816,0.134303,0
817,0.128394,0
818,0.116556,0
819,0.127823,0
820,0.116933,0
821,0.124145,0
822,0.148395,0
823,0.130561,0
824,0.142804,0
825,0.097890,0
826,0.072657,1
827,0.146992,0
828,0.066356,1
829,0.111683,0
830,0.104318,0
831,0.104603,0
832,0.141193,0
833,0.140990,0
834,0.144638,0
835,0.140091,0
836,0.119292,0
837,0.124403,0
838,0.155561,0
839,0.127895,0
840,0.117889,0
841,0.120162,0
842,0.118801,0
843,0.122033,0
844,0.118506,0
845,0.116670,0
846,0.121698,0
847,0.101935,0
848,0.101837,0
849,0.104651,0
850,0.131862,0
851,0.113559,0
852,0.131001,0
853,0.132283,0
854,0.130615,0
855,0.097059,0
856,0.137232,0
857,0.094041,0
858,0.144041,0
859,0.088046,0
860,0.111407,0
861,0.125549,0
862,0.112685,0
863,0.133566,0
864,0.146003,0
865,0.122333,0
866,0.080702,1
867,0.111328,0
868,0.139848,0
869,0.111925,0
870,0.137600,0
871,0.143521,0
872,0.056652,1
873,0.069899,1
874,0.107470,0
875,0.039166,1
876,0.134781,0
877,0.108302,0
878,0.131974,0
879,0.125243,0
880,0.126132,0
881,0.126670,0
882,0.101439,0
883,0.101978,0
884,0.146324,0
885,0.114407,0
886,0.075421,1
887,0.115004,0
888,0.132209,0
889,0.093104,0
890,0.121135,0
891,0.142808,0
892,0.138593,0
893,0.072667,1
894,0.118604,0
895,0.071474,1
896,0.091478,0
897,0.119751,0
898,0.126891,0
899,0.130055,0
900,0.153570,0
901,0.122990,0
902,0.123941,0
903,0.107314,0
904,0.091562,0
905,0.137835,0
906,0.122313,0
907,0.081428,1
908,0.095937,0
909,0.077196,1
910,0.111394,0
911,0.102465,0
912,0.138792,0
913,0.098574,0
914,0.124014,0
915,0.122666,0
916,0.115931,0
917,0.105689,0
918,0.129024,0
919,0.141031,0
920,0.149609,0
921,0.116423,0
922,0.150361,0
923,0.110455,0
924,0.069388,1
925,0.101699,0
926,0.102287,0
927,0.119587,0
928,0.125195,0
929,0.132442,0
930,0.130265,0
931,0.093413,0
932,0.125445,0
933,0.114054,0
934,0.096516,0
935,0.110651,0
936,0.144309,0
937,0.119180,0
938,0.135651,0
939,0.129247,0
940,0.131569,0
941,0.148230,0
942,0.083030,1
943,0.126718,0
944,0.074700,1
945,0.138521,0
946,0.109822,0
947,0.140146,0
948,0.132139,0
949,0.115929,0
950,0.120012,0
951,0.141368,0
952,0.123849,0
953,0.105156,0
954,0.118428,0
955,0.138991,0
956,0.128579,0
957,0.118167,0
958,0.129666,0
959,0.129932,0
960,0.100749,0
961,0.143318,0
962,0.093230,0
963,0.118564,0
964,0.119502,0
965,0.107026,0
966,0.113333,0
967,0.120746,0
968,0.146044,0
969,0.102020,0
970,0.126000,0
971,0.136319,0
972,0.093720,0
973,0.134749,0
974,0.116651,0
975,0.083349,1
976,0.134456,0
977,0.118500,0
978,0.152678,0
979,0.123802,0
980,0.147578,0
981,0.087374,0
982,0.147825,0
983,0.112958,0
984,0.077582,1
985,0.126878,0
986,0.096651,0
987,0.115526,0
988,0.129053,0
989,0.098160,0
990,0.099379,0
991,0.127469,0
992,0.121312,0
993,0.145956,0
994,0.090342,0
995,0.085438,0
996,0.143364,0
997,0.109339,0
998,0.127311,0
999,0.114399,0
1000,0.121852,0
1001,0.086265,0
1002,0.154889,0
1003,0.141320,0
1004,0.149656,0
1005,0.111277,0
1006,0.141166,0
1007,0.125298,0
1008,0.119066,0
1009,0.119182,0
1010,0.075348,1
1011,0.108819,0
1012,0.153503,0
1013,0.113769,0
1014,0.113105,0
1015,0.093730,0
1016,0.121868,0
1017,0.146055,0
1018,0.109060,0
1019,0.108770,0
1020,0.143037,0
1021,0.130192,0
1022,0.140249,0
1023,0.127996,0
1024,0.128681,0
1025,0.136541,0
1026,0.143912,0
1027,0.153057,0
1028,0.062295,1
1029,0.095198,0
1030,0.068262,1
1031,0.150144,0
1032,0.125356,0
1033,0.126712,0
1034,0.105594,0
1035,0.127715,0
1036,0.125630,0
1037,0.145532,0
1038,0.132581,0
1039,0.134990,0
1040,0.062295,1
1041,0.121883,0
1042,0.127200,0
1043,0.098533,0
1044,0.152388,0
1045,0.126324,0
1046,0.109266,0
1047,0.084050,1
1048,0.067817,1
1049,0.099659,0
1050,0.124327,0
1051,0.144053,0
1052,0.149557,0
1053,0.122184,0
1054,0.092114,0
1055,0.130343,0
1056,0.139787,0
1057,0.134477,0
1058,0.122690,0
1059,0.141247,0
1060,0.149872,0
1061,0.143878,0
1062,0.132797,0
1063,0.144133,0
1064,0.129783,0
1065,0.154313,0
1066,0.130175,0
1067,0.120486,0
1068,0.135062,0
1069,0.122583,0
1070,0.146638,0
1071,0.136131,0
1072,0.104489,0
1073,0.129107,0
1074,0.136807,0
1075,0.103089,0
1076,0.109754,0
1077,0.097436,0
1078,0.088588,0
1079,0.149048,0
1080,0.155688,0
1081,0.148211,0
1082,0.133042,0
1083,0.116755,0
1084,0.151689,0
1085,0.142853,0
1086,0.140819,0
1087,0.115389,0
1088,0.151980,0
1089,0.125094,0
1090,0.110392,0
1091,0.108220,0
1092,0.125329,0
1093,0.090675,0
1094,0.141797,0
1095,0.147256,0
1096,0.096077,0
1097,0.079395,1
1098,0.139260,0
1099,0.129861,0
1100,0.144490,0
1101,0.144266,0
1102,0.092946,0
1103,0.128295,0
1104,0.126128,0
1105,0.106499,0
1106,0.147319,0
1107,0.108934,0
1108,0.058216,1
1109,0.119059,0
1110,0.141635,0
1111,0.127488,0
1112,0.137192,0
1113,0.141194,0
1114,0.123525,0
1115,0.133506,0
1116,0.122777,0
1117,0.132638,0
1118,0.152786,0
1119,0.115084,0
1120,0.128764,0
1121,0.114429,0
1122,0.130437,0
1123,0.139335,0
1124,0.118290,0
1125,0.105886,0
1126,0.136284,0
1127,0.108019,0
1128,0.122337,0
1129,0.117379,0
1130,0.126582,0
1131,0.147945,0
1132,0.153739,0
1133,0.140014,0
1134,0.087900,0
1135,0.135663,0
1136,0.132074,0
1137,0.095153,0
1138,0.132488,0
1139,0.123623,0
1140,0.105538,0
1141,0.100799,0
1142,0.125103,0
1143,0.120091,0
1144,0.121273,0
1145,0.126559,0
1146,0.135488,0
1147,0.130813,0
1148,0.137322,0
1149,0.151255,0
1150,0.125581,0
1151,0.127404,0
1152,0.113313,0
1153,0.131431,0
1154,0.131508,0
1155,0.148623,0
1156,0.112817,0
1157,0.110932,0
1158,0.058583,1
1159,0.127642,0
1160,0.078763,1
1161,0.141541,0
1162,0.092940,0
1163,0.133338,0
1164,0.131917,0
1165,0.120506,0
1166,0.147581,0
1167,0.128749,0
1168,0.147129,0
1169,0.147619,0
1170,0.132081,0
1171,0.138019,0
1172,0.124888,0
1173,0.136225,0
1174,0.145184,0
1175,0.121942,0
1176,0.079934,1
1177,0.141803,0
1178,0.147467,0
1179,0.099471,0
1180,0.116767,0
1181,0.139809,0
1182,0.144635,0
1183,0.084312,1
1184,0.125866,0
1185,0.113072,0
1186,0.102819,0
1187,0.107119,0
1188,0.112413,0
1189,0.099820,0
1190,0.107069,0
1191,0.119639,0
1192,0.149156,0
1193,0.080093,1
1194,0.093212,0
1195,0.109638,0
1196,0.078851,1
1197,0.137280,0
1198,0.138955,0
1199,0.065638,1
1200,0.152489,0
1201,0.122936,0
1202,0.136959,0
1203,0.113992,0
1204,0.141228,0
1205,0.109699,0
1206,0.092435,0
1207,0.100550,0
1208,0.096108,0
1209,0.077001,1
1210,0.123968,0
1211,0.132497,0
1212,0.125136,0
1213,0.098279,0
1214,0.101936,0
1215,0.065198,1
1216,0.125792,0
1217,0.113569,0
1218,0.142392,0
1219,0.092856,0
1220,0.120586,0
1221,0.114031,0
1222,0.111400,0
1223,0.093281,0
1224,0.141791,0
1225,0.124068,0
1226,0.102774,0
1227,0.133896,0
1228,0.145067,0
1229,0.143000,0
1230,0.151565,0
1231,0.109710,0
1232,0.138806,0
1233,0.106451,0
1234,0.134808,0
1235,0.139495,0
1236,0.127456,0
1237,0.126698,0
1238,0.153929,0
1239,0.086206,0
1240,0.142939,0
1241,0.097798,0
1242,0.156257,0
1243,0.140272,0
1244,0.137332,0
1245,0.090695,0
1246,0.110715,0
1247,0.105428,0
1248,0.104710,0
1249,0.090366,0
1250,0.142440,0
1251,0.125148,0
1252,0.152869,0
1253,0.097047,0
1254,0.124257,0
1255,0.075140,1
1256,0.147747,0
1257,0.123710,0
1258,0.116213,0
1259,0.132668,0
1260,0.072558,1
1261,0.108981,0
1262,0.098649,0
1263,0.105694,0
1264,0.096649,0
1265,0.102735,0
1266,0.083952,1
1267,0.070640,1
1268,0.123374,0
1269,0.056322,1
1270,0.149626,0
1271,0.079768,1
1272,0.119102,0
1273,0.070482,1
1274,0.115039,0
1275,0.101399,0
1276,0.086267,0
1277,0.138014,0
1278,0.122956,0
1279,0.087932,0
1280,0.149856,0
1281,0.122598,0
1282,0.133027,0
1283,0.112888,0
1284,0.149542,0
1285,0.115213,0
1286,0.140746,0
1287,0.134483,0
1288,0.126457,0
1289,0.111257,0
1290,0.057454,1
1291,0.117766,0
1292,0.145159,0
1293,0.139585,0
1294,0.132170,0
1295,0.089913,0
1296,0.115625,0
1297,0.105694,0
1298,0.128794,0
1299,0.112352,0
1300,0.142705,0
1301,0.070614,1
1302,0.094091,0
1303,0.107974,0
1304,0.119945,0
1305,0.124751,0
1306,0.075884,1
1307,0.139709,0
1308,0.131968,0
1309,0.122316,0
1310,0.060285,1
1311,0.104373,0
1312,0.129056,0
1313,0.111379,0
1314,0.093852,0
1315,0.111991,0
1316,0.138140,0
1317,0.109864,0
1318,0.131731,0
1319,0.074073,1
1320,0.129474,0
1321,0.144017,0
1322,0.099542,0
1323,0.111683,0
1324,0.119690,0
1325,0.105471,0
1326,0.132816,0
1327,0.115942,0
1328,0.134593,0
1329,0.113449,0
1330,0.133847,0
1331,0.135256,0
1332,0.104399,0
1333,0.126380,0
1334,0.101448,0
1335,0.126438,0
1336,0.114933,0
1337,0.123622,0
1338,0.128130,0
1339,0.102485,0
1340,0.122762,0
1341,0.121621,0
1342,0.148121,0
1343,0.110588,0
1344,0.121416,0
1345,0.105255,0
1346,0.097388,0
1347,0.141748,0
1348,0.130718,0
1349,0.111821,0
1350,0.137426,0
1351,0.112161,0
1352,0.115564,0
1353,0.125747,0
1354,0.151859,0
1355,0.140553,0
1356,0.093770,0
1357,0.132206,0
1358,0.123847,0
1359,0.099397,0
1360,0.135166,0
1361,0.110126,0
1362,0.136906,0
1363,0.069259,1
1364,0.094736,0
1365,0.133676,0
1366,0.077787,1
1367,0.046665,1
1368,0.086712,0
1369,0.135514,0
1370,0.122274,0
1371,0.080883,1
1372,0.083464,1
1373,0.111075,0
1374,0.113018,0
1375,0.141448,0
1376,0.119177,0
1377,0.111506,0
1378,0.133494,0
1379,0.126315,0
1380,0.075631,1
1381,0.124434,0
1382,0.083424,1
1383,0.133601,0
1384,0.124733,0
1385,0.115907,0
1386,0.080710,1
1387,0.111626,0
1388,0.124477,0
1389,0.122566,0
1390,0.137892,0
1391,0.107648,0
1392,0.118870,0
1393,0.121481,0
1394,0.148026,0
1395,0.078453,1
1396,0.147402,0
1397,0.055905,1
1398,0.129529,0
1399,0.129605,0
1400,0.119305,0
1401,0.113311,0
1402,0.090522,0
1403,0.082672,1
1404,0.127301,0
1405,0.134751,0
1406,0.112663,0
1407,0.096839,0
1408,0.119201,0
1409,0.106502,0
1410,0.147412,0
1411,0.114295,0
1412,0.144590,0
1413,0.128511,0
1414,0.102079,0
1415,0.134830,0
1416,0.098435,0
1417,0.112473,0
1418,0.131142,0
1419,0.134421,0
1420,0.075670,1
1421,0.143299,0
1422,0.135119,0
1423,0.096431,0
1424,0.110857,0
1425,0.132197,0
1426,0.145596,0
1427,0.092215,0
1428,0.118193,0
1429,0.091522,0
1430,0.131250,0
1431,0.108629,0
1432,0.078818,1
1433,0.129479,0
1434,0.144419,0
1435,0.131911,0
1436,0.138523,0
1437,0.081442,1
1438,0.104258,0
1439,0.096579,0
1440,0.093047,0
1441,0.141929,0
1442,0.116151,0
1443,0.086151,0
1444,0.121337,0
1445,0.144745,0
1446,0.128084,0
1447,0.091733,0
1448,0.019800,1
1449,0.106541,0
1450,0.149245,0
1451,0.108047,0
1452,0.147295,0
1453,0.087982,0
1454,0.122648,0
1455,0.141157,0
1456,0.127367,0
1457,0.134599,0
1458,0.151092,0
1459,0.124470,0
1460,0.090705,0
1461,0.106230,0
1462,0.121793,0
1463,0.147593,0
1464,0.146661,0
1465,0.140292,0
1466,0.035084,1
1467,0.130396,0
1468,0.132568,0
1469,0.098499,0
1470,0.111597,0
1471,0.088813,0
1472,0.142954,0
1473,0.137273,0
1474,0.132868,0
1475,0.124986,0
1476,0.132941,0
1477,0.102043,0
1478,0.099557,0
1479,0.081485,1
1480,0.054987,1
1481,0.122733,0
1482,0.137280,0
1483,0.145922,0
1484,0.116278,0
1485,0.118652,0
1486,0.138705,0
1487,0.124621,0
1488,0.116171,0
1489,0.063395,1
1490,0.111154,0
1491,0.147680,0
1492,0.139767,0
1493,0.134089,0
1494,0.100224,0
1495,0.063621,1
