id,goScore,pythonScore,goAnomalyLabel,pythonAnomalyLabel
647,0.123827,0.426278,0,0
648,0.154108,0.375799,0,0
649,0.113002,0.450996,0,0
650,0.125085,0.438517,0,0
651,0.117646,0.443679,0,0
652,0.148267,0.412919,0,0
653,0.130172,0.428196,0,0
654,0.120539,0.416181,0,0
655,0.116802,0.452910,0,0
656,0.109875,0.446046,0,0
657,0.102671,0.453708,0,0
658,0.086755,0.498400,0,0
659,0.114985,0.443554,0,0
660,0.145977,0.409103,0,0
661,0.136544,0.421374,0,0
662,0.122771,0.441039,0,0
663,0.123170,0.435204,0,0
664,0.103900,0.458139,0,0
665,0.112639,0.481951,0,0
666,0.128912,0.435578,0,0
667,0.096438,0.466260,0,0
668,0.115007,0.472694,0,0
669,0.107793,0.485551,0,0
670,0.072501,0.570968,1,1
671,0.130880,0.403308,0,0
672,0.128143,0.434637,0,0
673,0.103637,0.467411,0,0
674,0.145446,0.414472,0,0
675,0.123629,0.456016,0,0
676,0.152362,0.383043,0,0
677,0.111673,0.465398,0,0
678,0.153320,0.386716,0,0
679,0.127098,0.453300,0,0
680,0.143366,0.417929,0,0
681,0.111241,0.456125,0,0
682,0.140046,0.407654,0,0
683,0.113007,0.443471,0,0
684,0.105029,0.471967,0,0
685,0.124104,0.431607,0,0
686,0.124936,0.431350,0,0
687,0.142095,0.412707,0,0
688,0.118229,0.445915,0,0
689,0.111823,0.502012,0,1
690,0.138588,0.422194,0,0
691,0.131867,0.395886,0,0
692,0.116688,0.439372,0,0
693,0.113156,0.443761,0,0
694,0.138096,0.408699,0,0
695,0.124951,0.454680,0,0
696,0.139964,0.407578,0,0
697,0.112987,0.465177,0,0
698,0.144674,0.391121,0,0
699,0.102951,0.486582,0,0
700,0.139443,0.419792,0,0
701,0.107309,0.464160,0,0
702,0.108796,0.474337,0,0
703,0.114963,0.441038,0,0
704,0.090369,0.486585,0,0
705,0.096568,0.454890,0,0
706,0.093076,0.468037,0,0
707,0.144237,0.404229,0,0
708,0.140319,0.405377,0,0
709,0.103996,0.490662,0,0
710,0.151093,0.387367,0,0
711,0.130550,0.403663,0,0
712,0.100883,0.486605,0,0
713,0.075058,0.526661,1,1
714,0.128861,0.441695,0,0
715,0.116803,0.451538,0,0
716,0.119928,0.455372,0,0
717,0.107789,0.472976,0,0
718,0.122974,0.424823,0,0
719,0.072406,0.512376,1,1
720,0.145978,0.398186,0,0
721,0.115414,0.454337,0,0
722,0.087665,0.507029,0,1
723,0.112112,0.445504,0,0
724,0.083128,0.473064,1,0
725,0.101310,0.441293,0,0
726,0.130745,0.434346,0,0
727,0.145126,0.409693,0,0
728,0.145887,0.386228,0,0
729,0.101966,0.463950,0,0
730,0.129593,0.443318,0,0
731,0.125990,0.447917,0,0
732,0.092138,0.490424,0,0
733,0.081699,0.517545,1,1
734,0.094665,0.502476,0,1
735,0.120516,0.440008,0,0
736,0.121978,0.419580,0,0
737,0.102318,0.462521,0,0
738,0.151925,0.377820,0,0
739,0.109423,0.469440,0,0
740,0.133391,0.410970,0,0
741,0.142997,0.421063,0,0
742,0.119869,0.440280,0,0
743,0.066147,0.530807,1,1
744,0.147694,0.408636,0,0
745,0.063558,0.528945,1,1
746,0.150696,0.391833,0,0
747,0.143121,0.402066,0,0
748,0.134047,0.436500,0,0
749,0.119170,0.445544,0,0
750,0.139043,0.419077,0,0
751,0.111178,0.483959,0,0
752,0.111605,0.482819,0,0
753,0.108057,0.433403,0,0
754,0.154247,0.384586,0,0
755,0.127279,0.425954,0,0
756,0.044953,0.537979,1,1
757,0.129240,0.459469,0,0
758,0.112813,0.467015,0,0
759,0.086875,0.466458,0,0
760,0.111926,0.448159,0,0
761,0.127409,0.425369,0,0
762,0.131170,0.432580,0,0
763,0.119764,0.449639,0,0
764,0.087002,0.482345,0,0
765,0.135959,0.398048,0,0
766,0.117170,0.444948,0,0
767,0.129592,0.458794,0,0
768,0.128372,0.459716,0,0
769,0.091548,0.479274,0,0
770,0.087756,0.446996,0,0
771,0.125251,0.450578,0,0
772,0.103321,0.482320,0,0
773,0.129012,0.417298,0,0
774,0.099136,0.485376,0,0
775,0.131188,0.408984,0,0
776,0.123623,0.428118,0,0
777,0.126338,0.451025,0,0
778,0.140890,0.407075,0,0
779,0.140062,0.398880,0,0
780,0.151306,0.381219,0,0
781,0.078821,0.526142,1,1
782,0.147922,0.410296,0,0
783,0.137416,0.393673,0,0
784,0.132546,0.425510,0,0
785,0.118909,0.439447,0,0
786,0.136612,0.402930,0,0
787,0.099912,0.504009,0,1
788,0.130044,0.418729,0,0
789,0.128695,0.440806,0,0
790,0.076000,0.503259,1,1
791,0.120787,0.430598,0,0
792,0.084963,0.478200,0,0
793,0.139854,0.419491,0,0
794,0.115781,0.468810,0,0
795,0.123739,0.417090,0,0
796,0.145895,0.410671,0,0
797,0.115781,0.443061,0,0
798,0.120714,0.424530,0,0
799,0.115594,0.453023,0,0
800,0.141824,0.425089,0,0
801,0.119999,0.448387,0,0
802,0.131153,0.428117,0,0
803,0.119322,0.420895,0,0
804,0.082752,0.491046,1,0
805,0.137468,0.441118,0,0
806,0.137522,0.434203,0,0
807,0.126177,0.428383,0,0
808,0.144225,0.402720,0,0
809,0.148367,0.391390,0,0
810,0.119138,0.458617,0,0
811,0.126958,0.451546,0,0
812,0.139775,0.412463,0,0
813,0.115975,0.448089,0,0
814,0.074293,0.523145,1,1
815,0.126980,0.458869,0,0
816,0.134303,0.424045,0,0
817,0.128394,0.426693,0,0
818,0.116556,0.448636,0,0
819,0.127823,0.431067,0,0
820,0.116933,0.436823,0,0
821,0.124145,0.415175,0,0
822,0.148395,0.391673,0,0
823,0.130561,0.424585,0,0
824,0.142804,0.409787,0,0
825,0.097890,0.494000,0,0
826,0.072657,0.513665,1,1
827,0.146992,0.404666,0,0
828,0.066356,0.495500,1,0
829,0.111683,0.437436,0,0
830,0.104318,0.477672,0,0
831,0.104603,0.459816,0,0
832,0.141193,0.410417,0,0
833,0.140990,0.398825,0,0
834,0.144638,0.421982,0,0
835,0.140091,0.401643,0,0
836,0.119292,0.445720,0,0
837,0.124403,0.457616,0,0
838,0.155561,0.378067,0,0
839,0.127895,0.429954,0,0
840,0.117889,0.455323,0,0
841,0.120162,0.453885,0,0
842,0.118801,0.439535,0,0
843,0.122033,0.446038,0,0
844,0.118506,0.460278,0,0
845,0.116670,0.462904,0,0
846,0.121698,0.465101,0,0
847,0.101935,0.464202,0,0
848,0.101837,0.467529,0,0
849,0.104651,0.481073,0,0
850,0.131862,0.428253,0,0
851,0.113559,0.469049,0,0
852,0.131001,0.412916,0,0
853,0.132283,0.426649,0,0
854,0.130615,0.440348,0,0
855,0.097059,0.469428,0,0
856,0.137232,0.403101,0,0
857,0.094041,0.484755,0,0
858,0.144041,0.410611,0,0
859,0.088046,0.519952,0,1
860,0.111407,0.447375,0,0
861,0.125549,0.451386,0,0
862,0.112685,0.494899,0,0
863,0.133566,0.419012,0,0
864,0.146003,0.384626,0,0
865,0.122333,0.440877,0,0
866,0.080702,0.508319,1,1
867,0.111328,0.474259,0,0
868,0.139848,0.411612,0,0
869,0.111925,0.455192,0,0
